title	city	hotels	hotels_price
曲水流觞周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
归义县旧址周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
花桥周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
桂林滨江周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
华夏之光广场周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
码坪街清真寺周边酒店	桂林	"桂林桂建商务酒店, 汉庭酒店(桂林南溪山公园店), 桂林小豪庭宾馆, 桂林凯嘉假日酒店, 桂林假日之星精品酒店, 桂林乐居宾馆, 柠檬湾酒店(桂林高新万达店), 桂林美天宾馆"	"88, 97, 65, 58, 58, 51, 90, 42"
八路军桂林办事处旧址周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
狮龙山周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
灵泽庙周边酒店	桂林	"桂林位东农庄, 桂林kuki特色民宿"	"150, 698"
怪楼视觉艺术馆周边酒店	桂林	"阳朔赏榕客栈, 阳朔月舞度假酒店, 阳朔蔽龙阁古典乡村度假酒店, 水悦龙湾酒店(阳朔遇龙河十里画廊景区店), 云舞度假酒店(阳朔遇龙河店), 阳朔归园客栈, 阳朔雅乐轩精品民宿, 阳朔画景山庄"	"55, 480, 456, 223, 748, 100, 65, 712"
桂林展览馆周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
留公三潭周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
桃花江山水画廊周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
茶观园周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
舍利塔周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
木龙古塔周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
熊本馆周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
八百壮士墓周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
遇龙河遇龙桥新寨漂流周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
桂林3D魔幻画展4D周边酒店	桂林	"雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店), 桂林华强宾馆, 桂林德盛便捷酒店, 桂林德天宾馆, 宜诚酒店(桂林万福广场店), 桂林桂资宾馆"	"114, 68, 178, 49, 49, 49, 78, 50"
曹邺读书岩周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
南溪山石刻周边酒店	桂林	"桂林工人疗养院住宿, 桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆"	"407, 128, 102, 68, 97, 75, 114, 68"
玄宫真人密室逃脱游戏周边酒店	桂林	"桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆, 桂林起步主题酒店"	"42, 60, 68, 92, 107, 60, 150, 104"
陈宏谋宗祠周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
叠彩蝴蝶馆周边酒店	桂林	"桂林诚成旅社, 花里旅行江景客栈(桂林象山公园店), 雅斯特酒店(桂林象山公园店), 桂林景怡宾馆, 隽舍精品客栈(桂林师大育才店), 汉庭酒店(桂林象山公园店), Q加·金峰酒店(桂林七星公园店), 桂林丹桂大酒店"	"48, 153, 66, 187, 120, 79, 112, 86"
古桂柳运河周边酒店	桂林	"沧州恒通旅馆, 沧州晟发快捷酒店, 沧州万悦时尚假日酒店, 沧州宏运浴池住宿, 阳光酒店（沧州朝阳路店）, 沧州颐和大酒店, 骏怡连锁酒店(沧州新华区千童大道盐百购物广场店), 沧州滨河商务酒店"	"59, 80, 380, 30, 138, 166, 49, 179"
宋代城墙遗址周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
七仙峰茶场周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈"	"142, 69, 98"
西山摩崖造像周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
千家洞景区周边酒店	桂林	"灌阳66精品酒店, 灌阳优悦酒店, 灌阳红豆杉国际大酒店, 灌阳欧凯华酒店, 灌阳联宇大酒店, 灌阳鸿运大酒店, 灌阳农资宾馆, 灌阳假日酒店"	"99, 109, 376, 217, 87, 68, 51, 81"
隐山石刻周边酒店	桂林	"桂林金三角酒店, 桂林瓦窑旅馆, 金海宾馆(桂林瓦窑店), 桂林华安宾馆, 桂林旺鑫宾馆, 城市便捷酒店(桂林瓦窑店), 桂林祥发宾馆, 桂林春江宾馆"	"68, 28, 51, 77, 34, 68, 68, 68"
桂林人文蜡像馆周边酒店	桂林	"桂林御品堂养生会所酒店, 桂林枫丹宾馆, 桂林一路一起客栈, 汉庭酒店(桂林七星路店), 桂林单爱宾馆, 桂林博莱商务酒店, 桂林普安宾馆, 柏曼酒店(桂林火车站店)"	"72, 80, 86, 119, 51, 59, 46, 81"
府学文庙石刻周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
阳朔骑行周边酒店	桂林	"阳朔花浓居(十里画廊店), 阳朔小镇风情客栈, 阳朔水云轩农家花园酒店, 阳朔锦悦阁客栈, 阳朔菁雲阁民宿, 阳朔揽胜阁酒店, 阳朔河边小寨客栈, 阳朔一然居客栈"	"109, 60, 138, 216, 129, 317, 102, 130"
中山纪念亭周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
良凤江周边酒店	南宁	"南宁福裕宾馆, 城市便捷酒店(南宁玉洞金象地铁站店), 南宁展翔宾馆, 南宁春宁旅馆, OYO南宁锦祥商务酒店, 南宁美人鱼商务酒店, 南宁银海便捷酒店, 居家便捷酒店(南宁银海店)"	"87, 183, 55, 38, 50, 59, 50, 191"
大王滩周边酒店	南宁	南宁大王滩酒店	223
龙虎山周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
南宁海底世界周边酒店	南宁	"南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄, 南宁三叶酒店, 南宁千里旺来主题公寓, 南宁柳盛旅馆, 美晚酒店(南宁亭江店)"	"69, 10, 67, 688, 308, 92, 35, 128"
龙门瀑布周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
南宁云顶观光周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
广西药用植物园周边酒店	南宁	"城市便捷酒店(南宁新竹路广西电视台店), 南宁鑫凯宾馆, 城市便捷酒店(南宁金花茶店), 华谊·栖曼酒店(南宁新竹路店), 钟意旅社(南宁民生店), 格子微酒店(南宁金湖广场店), 南宁饭店, 广西发改委培训中心宾馆"	"89, 46, 79, 69, 66, 50, 310, 73"
凤岭水世界周边酒店	南宁	"南宁倡源酒店, 南宁荔园山庄, 南宁柳盛旅馆, 南宁伟明商务宾馆, 南宁柳沙招待所, 南宁柳恒商务宾馆, 南宁帝豪国际大酒店, 格子微酒店(南宁竹溪大道店)"	"75, 688, 35, 108, 38, 61, 179, 50"
良凤江国家森林公园周边酒店	南宁	"南宁菩提山庄, 南宁正龙大酒店, 南宁喜满天宾馆, 南宁鸿进旅馆, 南宁玉龙宾馆, 南宁福裕宾馆, 城市便捷酒店(南宁玉洞金象地铁站店), 南宁展翔宾馆"	"295, 118, 58, 48, 32, 87, 183, 55"
九曲湾温泉周边酒店	南宁	"南宁美辰时尚公寓, 广西怡养花园大酒店, 南宁千成商务酒店, 开泰商务宾馆(南宁昆仑大道店), 南宁金立方大酒店, 南宁东桥便捷酒店, 南宁福霖大酒店, 南宁吉来客栈"	"42, 343, 68, 59, 187, 57, 138, 60"
小连城周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
凤岭摩天轮周边酒店	南宁	"南宁荔园山庄, 南宁柳恒商务宾馆, 格子微酒店(南宁竹溪大道店), 南宁威尼斯酒店, 南宁皇家花园酒店, 南宁澳莹酒店, 泊尔顿酒店(南宁青秀山会展中心店), 城市便捷酒店(南宁青秀山店)"	"688, 61, 50, 61, 92, 66, 240, 204"
青秀山周边酒店	南宁	"南宁倡源酒店, 南宁荔园山庄, 南宁柳盛旅馆, 南宁伟明商务宾馆, 南宁柳沙招待所, 南宁柳恒商务宾馆, 南宁帝豪国际大酒店, 格子微酒店(南宁竹溪大道店)"	"75, 688, 35, 108, 38, 61, 179, 50"
八桂田园周边酒店	南宁	"南宁豪都宾馆, 唯景酒店(南宁五一西店), 南宁居晚安酒店, 南宁星云宾馆, 南宁德洲商务宾馆, 南宁保利皇嘉酒店, 南宁城南宾馆, 南宁鸿兴之家酒店(五一店)"	"47, 65, 77, 79, 138, 149, 85, 118"
花山周边酒店	南宁	"南宁乐豪旅馆, 南宁星凯招待所, 南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店"	"60, 30, 24, 142, 38, 67, 90, 188"
狮山公园周边酒店	南宁	"8090连锁微酒店(南宁步行街店), 汉庭酒店(南宁人民路店), 南宁汇鑫宾馆, 优程八桂酒店(南宁万达店), 南宁园丽宾馆, 品尚酒店(南宁朝阳万达店), 南宁易捷商务宾馆, 雅斯特国际酒店(南宁朝阳万达区政府店)"	"143, 156, 32, 199, 47, 69, 50, 81"
南湖公园周边酒店	南宁	"南宁顺盈旅馆, 南宁又里红宾馆, 南宁元星旅社, 南宁市陶然阁商务酒店, 南宁广安宾馆大沙田店, 南宁优美便捷酒店, 南宁汇聚旅馆, 南宁必兴旅馆"	"77, 68, 52, 49, 60, 88, 139, 73"
石门周边酒店	南宁	"南宁倡源酒店, 南宁荔园山庄, 南宁柳盛旅馆, 南宁伟明商务宾馆, 南宁柳沙招待所, 南宁柳恒商务宾馆, 南宁帝豪国际大酒店, 格子微酒店(南宁竹溪大道店)"	"75, 688, 35, 108, 38, 61, 179, 50"
南宁动物园加勒比周边酒店	南宁	"城品便捷酒店, 南宁艾尚时尚酒店, 南宁喜东南商务宾馆, 南宁建园宾馆, 南宁姆乜酒店, 南宁市今禧商务酒店, 天宇酒店(南宁江南万达店), 格子微酒店(南宁江南淡村店)"	"49, 51, 30, 100, 348, 56, 189, 58"
上林大龙湖周边酒店	南宁	"南宁乐豪旅馆, 南宁星凯招待所, 南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店"	"60, 30, 24, 142, 38, 67, 90, 188"
友谊关周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
乡村大世界周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
南宁动物园周边酒店	南宁	"南宁建园宾馆, 南宁姆乜酒店, 南宁市今禧商务酒店, 天宇酒店(南宁江南万达店), 格子微酒店(南宁江南淡村店), 南宁实在宾馆, 南宁环球国际大酒店, 南宁天佳商务酒店"	"100, 348, 56, 189, 58, 75, 199, 51"
灵水周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
金花茶公园周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
隆安绿水江漂流周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
民族文物苑周边酒店	南宁	"南宁乐豪旅馆, 南宁星凯招待所, 南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店"	"60, 30, 24, 142, 38, 67, 90, 188"
天雹水库周边酒店	南宁	"南宁梧桐宿宾馆, 南宁鼎尚便捷酒店, 南宁西明酒店, 南宁凯舒酒店, 南宁银通商务酒店, 格莱美大酒店(南宁地铁西乡塘客运站店), 南宁桂嘉宾馆, 星波时尚酒店(南宁鲁班路地铁口店)"	"69, 48, 60, 50, 51, 98, 61, 149"
凤凰湖周边酒店	南宁	南宁大王滩酒店	223
南宁民族广场周边酒店	南宁	"南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店, 南宁宁凯宾馆, 南宁山楂树宾馆, 南宁龙腾宾馆"	"142, 38, 67, 90, 188, 109, 53, 46"
金伦洞周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
广西博物馆周边酒店	南宁	"南宁星凯招待所, 南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店, 南宁宁凯宾馆"	"30, 24, 142, 38, 67, 90, 188, 109"
樱花谷主题乐园周边酒店	南宁	"南宁倡源酒店, 南宁荔园山庄, 南宁柳盛旅馆, 南宁伟明商务宾馆, 南宁柳沙招待所, 南宁梦立方酒店, 南宁柳恒商务宾馆, 南宁帝豪国际大酒店"	"75, 688, 35, 108, 38, 98, 61, 179"
南宁民生广场周边酒店	南宁	"南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁万泰隆商务酒店, 南宁荣荣大酒店, 南宁宁凯宾馆"	"24, 142, 38, 67, 90, 119, 188, 109"
人民公园周边酒店	南宁	"南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄, 南宁三叶酒店, 南宁千里旺来主题公寓, 南宁柳盛旅馆, 美晚酒店(南宁亭江店)"	"69, 10, 67, 688, 308, 92, 35, 128"
广西民族博物馆周边酒店	南宁	"南宁五象山庄, 南宁荔园山庄, 南宁柳恒商务宾馆, 格子微酒店(南宁竹溪大道店), 南宁威尼斯酒店, 南宁皇家花园酒店, 南宁澳莹酒店, 泊尔顿酒店(南宁青秀山会展中心店)"	"471, 688, 61, 50, 61, 92, 66, 240"
邓颖超纪念馆周边酒店	南宁	"南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店, 南宁宁凯宾馆, 南宁山楂树宾馆, 南宁龙腾宾馆"	"142, 38, 67, 90, 188, 109, 53, 46"
三里洋渡周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
南宁凤凰山周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
大龙湖周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
石门森林公园周边酒店	南宁	"南宁倡源酒店, 南宁荔园山庄, 南宁柳盛旅馆, 南宁伟明商务宾馆, 南宁柳沙招待所, 南宁建都商务宾馆, 南宁梦立方酒店, 南宁柳恒商务宾馆"	"75, 688, 35, 108, 38, 40, 98, 61"
民歌湖周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
明秀园周边酒店	南宁	"南宁金湖大酒店, 南宁翔云酒店, 南宁日鑫商务旅馆, 南宁罗家旅馆, 南宁假日酒店, 南宁良宾旅社, 南宁祥瑞商务旅馆, 南宁武鸣誉铂酒店()"	"71, 57, 61, 60, 128, 99, 78, 90"
崇左石林周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
崇左斜塔周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
金湖广场周边酒店	南宁	"南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄, 南宁千里旺来主题公寓, 南宁柳盛旅馆, 美晚酒店(南宁亭江店)"	"75, 69, 10, 67, 688, 92, 35, 128"
芦圩古镇周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
上林不孤村人文景观周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
虾泉周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
李明瑞烈士纪念馆周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
洋渡周边酒店	南宁	"南宁品舒酒店, 派酒店(南宁江南万达广场石柱岭地铁站店), 南宁雍锦商旅酒店, 南宁倡源酒店, 南宁柏龙菲尔酒店, 南宁金固商务宾馆, 南宁尚易酒店, 南宁荔园山庄"	"58, 129, 139, 75, 69, 10, 67, 688"
起凤山周边酒店	南宁	"南宁金湖大酒店, 南宁翔云酒店, 南宁日鑫商务旅馆, 南宁武鸣誉铂酒店(), 雅斯特酒店(南宁武鸣店), 南宁桂花香商务宾馆, 南宁和安旅馆, 南宁武鸣福尔斯时尚酒店()"	"71, 57, 61, 90, 89, 66, 86, 65"
花山岩周边酒店	南宁	"南宁乐豪旅馆, 南宁星凯招待所, 南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店"	"60, 30, 24, 142, 38, 67, 90, 188"
镇南关起义遗址周边酒店	南宁	"南宁曙光宾馆, 南宁红灯笼商务酒店, 南宁凯美便捷酒店, 南宁辉达宾馆, 南宁春都旅馆, 南宁东宝宾馆, 南宁镜皇宾馆, 南宁鑫和时尚商务宾馆"	"38, 59, 70, 42, 59, 68, 85, 49"
凤岭欢乐世界周边酒店	南宁	"南宁倡源酒店, 南宁荔园山庄, 南宁柳盛旅馆, 南宁伟明商务宾馆, 南宁柳沙招待所, 南宁柳恒商务宾馆, 南宁帝豪国际大酒店, 格子微酒店(南宁竹溪大道店)"	"75, 688, 35, 108, 38, 61, 179, 50"
六景泥盆系剖面周边酒店	南宁	"南宁乐豪旅馆, 南宁星凯招待所, 南宁瑞景招待所, 南宁恒源宾馆, 南宁汇富宾馆, 南宁微友精品酒店, 精通酒店(南宁江南车站店), 南宁荣荣大酒店"	"60, 30, 24, 142, 38, 67, 90, 188"
